,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1255,Mutsamudu,BR,-12.9306,-49.8264,75.32999999999996,89,98,2.62,overcast clouds
1256,Illoqqortoormiut,BR,-12.9306,-49.8264,75.32999999999996,89,98,2.62,overcast clouds
1257,Taolanaro,BR,-12.9306,-49.8264,75.32999999999996,89,98,2.62,overcast clouds
1258,Taolanaro,BR,-12.9306,-49.8264,75.32999999999996,89,98,2.62,overcast clouds
1259,Dikson,RU,73.5069,80.5464,-4.879999999999988,98,100,16.58,light snow
1260,Anastacio,BR,-20.4836,-55.8069,72.00000000000001,91,50,3.58,scattered clouds
1261,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1262,Labrea,BR,-7.2586,-64.7981,72.38999999999996,99,100,2.64,heavy intensity rain
1263,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1264,Cockburn Town,TC,21.4612,-71.1419,77.83,79,6,14.14,clear sky
1265,Cascais,PT,38.6979,-9.4215,57.05999999999999,66,79,13.0,broken clouds
1266,Narsaq,GL,60.9167,-46.05,28.61999999999997,51,100,37.31,light snow
1267,Cape Town,ZA,-33.9258,18.4232,59.40999999999997,63,20,8.05,few clouds
1268,Sembe,CG,1.6481,14.5806,71.13,92,74,2.71,broken clouds
1269,Cape Town,ZA,-33.9258,18.4232,59.40999999999997,63,20,8.05,few clouds
1270,Bredasdorp,ZA,-34.5322,20.0403,58.31999999999997,63,86,8.05,overcast clouds
1271,Bumba,CD,2.1833,22.4667,70.98999999999998,93,81,2.26,broken clouds
1272,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1273,Chuy,UY,-33.6971,-53.4616,60.61999999999996,79,1,6.08,clear sky
1274,Harnosand,SE,62.6323,17.9379,32.0,85,77,6.93,broken clouds
1275,Jumla,NP,29.2747,82.1838,45.52000000000002,29,40,5.3,scattered clouds
1276,Rocha,UY,-34.4833,-54.3333,57.08999999999996,91,12,3.27,few clouds
1277,Usinsk,RU,65.9939,57.5281,-1.79999999999999,93,54,7.09,broken clouds
1278,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,71.47000000000006,98,99,2.13,overcast clouds
1279,Harrisonburg,US,38.4496,-78.8689,42.209999999999994,46,100,9.22,overcast clouds
1280,Jamestown,US,42.097,-79.2353,28.70999999999999,55,100,10.36,overcast clouds
1281,Olafsvik,IS,64.8945,-23.7142,38.34000000000003,68,33,25.93,scattered clouds
1282,Attawapiskat,IS,64.8945,-23.7142,38.34000000000003,68,33,25.93,scattered clouds
1283,Dzaoudzi,YT,-12.7887,45.2699,78.68999999999997,89,0,5.75,clear sky
1284,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1285,Bredasdorp,ZA,-34.5322,20.0403,58.31999999999997,63,86,8.05,overcast clouds
1286,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1287,Rocha,UY,-34.4833,-54.3333,57.08999999999996,91,12,3.27,few clouds
1288,Longyearbyen,SJ,78.2186,15.6401,24.639999999999976,93,20,0.0,few clouds
1289,Antsohihy,MG,-14.8796,47.9875,71.55999999999997,93,100,3.38,overcast clouds
1290,Saldanha,ZA,-33.0117,17.9442,61.03000000000003,61,100,14.7,overcast clouds
1291,El Cope,PA,8.6167,-80.6,69.06000000000003,84,87,8.05,overcast clouds
1292,Codrington,AU,-38.2667,141.9667,69.06000000000003,75,100,10.49,moderate rain
1293,Port Elizabeth,ZA,-33.918,25.5701,63.099999999999994,88,20,26.46,few clouds
1294,Illoqqortoormiut,ZA,-33.918,25.5701,63.099999999999994,88,20,26.46,few clouds
1295,Caravelas,BR,-17.7125,-39.2481,78.13000000000002,83,100,5.5,overcast clouds
1296,Narsaq,GL,60.9167,-46.05,28.61999999999997,51,100,37.31,light snow
1297,Ahtopol,BG,42.1,27.95,33.09999999999995,79,76,4.99,broken clouds
1298,Axim,GH,4.8699,-2.2405,74.30000000000001,87,100,8.41,overcast clouds
1299,Punta Arenas,CL,-53.15,-70.9167,44.710000000000036,65,40,34.52,scattered clouds
1300,Coquimbo,CL,-29.9533,-71.3436,62.33000000000004,82,20,10.36,few clouds
1301,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1302,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1303,Mar Del Plata,AR,-38.0023,-57.5575,67.07999999999998,87,0,4.61,clear sky
1304,Cidreira,BR,-30.1811,-50.2056,69.28,87,100,13.53,overcast clouds
1305,Taolanaro,BR,-30.1811,-50.2056,69.28,87,100,13.53,overcast clouds
1306,Chuy,UY,-33.6971,-53.4616,60.61999999999996,79,1,6.08,clear sky
1307,Ribeira Grande,PT,38.5167,-28.7,56.370000000000005,62,100,10.87,overcast clouds
1308,Jalu,LY,29.0331,21.5482,53.62000000000002,54,1,13.38,clear sky
1309,Ardistan,LY,29.0331,21.5482,53.62000000000002,54,1,13.38,clear sky
1310,Bully-Les-Mines,FR,50.4438,2.727,46.960000000000036,88,100,11.3,overcast clouds
1311,Huicungo,PE,-7.2833,-76.8,70.84,98,99,1.5,overcast clouds
1312,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1313,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1314,Saint-Philippe,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1315,Taolanaro,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1316,Taolanaro,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1317,Mar Del Plata,AR,-38.0023,-57.5575,67.07999999999998,87,0,4.61,clear sky
1318,Torbay,CA,47.6666,-52.7314,23.75999999999999,78,100,47.18,shower snow
1319,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1320,Busselton,AU,-33.65,115.3333,69.04000000000002,75,11,6.6,few clouds
1321,Georgetown,MY,5.4112,100.3354,79.95000000000005,99,20,1.14,few clouds
1322,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1323,Salalah,OM,17.0151,54.0924,73.49000000000002,46,0,3.44,clear sky
1324,Taolanaro,OM,17.0151,54.0924,73.49000000000002,46,0,3.44,clear sky
1325,Punta Arenas,CL,-53.15,-70.9167,44.710000000000036,65,40,34.52,scattered clouds
1326,Saint-Philippe,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1327,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1328,Pangnirtung,CA,66.1451,-65.7125,-26.01000000000002,89,23,6.04,few clouds
1329,Marsa Matruh,EG,31.3525,27.2453,50.54000000000002,51,91,13.44,overcast clouds
1330,Oskemen,KZ,49.9565,82.6119,19.359999999999967,79,100,15.66,light snow
1331,Tasiilaq,GL,65.6145,-37.6368,30.360000000000024,93,100,30.42,light snow
1332,Westport,US,41.1415,-73.3579,33.35,73,98,14.0,overcast clouds
1333,Fasa,IR,28.9383,53.6482,49.24000000000001,62,0,4.61,clear sky
1334,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1335,Quatre Cocos,MU,-20.2078,57.7625,78.91000000000004,86,80,12.17,light rain
1336,Qaanaaq,GL,77.484,-69.3632,-9.150000000000006,99,100,1.19,light snow
1337,Humaita,BR,-7.5061,-63.0208,74.84000000000003,98,93,3.04,overcast clouds
1338,Nicoya,CR,10.1483,-85.452,84.74000000000002,53,61,11.27,broken clouds
1339,El Porvenir,HN,13.7617,-87.3458,90.73000000000003,37,55,12.55,broken clouds
1340,Hobyo,SO,5.3505,48.5268,78.22000000000006,72,97,15.23,overcast clouds
1341,Olafsvik,IS,64.8945,-23.7142,38.34000000000003,68,33,25.93,scattered clouds
1342,Santa Cruz,BO,-17.8,-63.1667,78.85,57,75,9.22,broken clouds
1343,Sorvag,BO,-17.8,-63.1667,78.85,57,75,9.22,broken clouds
1344,Lokosovo,RU,61.1333,74.8167,-6.989999999999974,100,100,3.69,overcast clouds
1345,Illoqqortoormiut,RU,61.1333,74.8167,-6.989999999999974,100,100,3.69,overcast clouds
1346,Taolanaro,RU,61.1333,74.8167,-6.989999999999974,100,100,3.69,overcast clouds
1347,Straumen,NO,63.8709,11.2999,44.6,81,100,2.33,overcast clouds
1348,Castro,BR,-24.7911,-50.0119,63.389999999999965,97,100,0.63,overcast clouds
1349,Tombouctou,ML,20.0,-3.0,73.35999999999997,8,0,8.46,clear sky
1350,Milisauti,RO,47.7833,26.0,32.85000000000001,97,94,2.28,overcast clouds
1351,Krasnogvardeyskiy,RU,57.3793,62.3195,-3.8599999999999923,100,93,2.53,overcast clouds
1352,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1353,Magdeburg,DE,52.1667,11.6667,40.92999999999999,48,0,8.01,clear sky
1354,Jamestown,US,42.097,-79.2353,28.70999999999999,55,100,10.36,overcast clouds
1355,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1356,Vila Franca Do Campo,PT,37.7167,-25.4333,56.18999999999997,64,95,15.41,overcast clouds
1357,Taolanaro,PT,37.7167,-25.4333,56.18999999999997,64,95,15.41,overcast clouds
1358,Ankazoabo,MG,-22.2833,44.5167,69.94000000000001,87,97,4.74,overcast clouds
1359,Hithadhoo,MV,-0.6,73.0833,82.89999999999999,70,97,5.99,overcast clouds
1360,Bambous Virieux,MU,-20.3428,57.7575,79.05000000000004,83,20,6.91,moderate rain
1361,Bichena,ET,10.45,38.2,60.82000000000002,45,97,3.2,overcast clouds
1362,Hithadhoo,MV,-0.6,73.0833,82.89999999999999,70,97,5.99,overcast clouds
1363,Hobyo,SO,5.3505,48.5268,78.22000000000006,72,97,15.23,overcast clouds
1364,Bar Harbor,US,44.3876,-68.2039,29.010000000000026,45,0,9.22,clear sky
1365,Saint George,US,37.1041,-113.5841,68.63000000000005,13,0,16.11,clear sky
1366,Taolanaro,US,37.1041,-113.5841,68.63000000000005,13,0,16.11,clear sky
1367,Cape Town,ZA,-33.9258,18.4232,59.40999999999997,63,20,8.05,few clouds
1368,Itarema,BR,-2.9248,-39.9167,77.94000000000003,82,100,6.55,overcast clouds
1369,Boende,CD,-0.2167,20.8667,71.85000000000005,89,96,2.01,overcast clouds
1370,Chuy,UY,-33.6971,-53.4616,60.61999999999996,79,1,6.08,clear sky
1371,Saint-Augustin,CA,51.226,-58.6502,15.130000000000027,70,100,18.72,overcast clouds
1372,Fort Wellington,GY,6.4,-57.6,76.66000000000004,88,67,9.64,broken clouds
1373,Rumphi,MW,-11.0186,33.8575,63.999999999999986,86,97,2.08,overcast clouds
1374,Bredasdorp,ZA,-34.5322,20.0403,58.31999999999997,63,86,8.05,overcast clouds
1375,Qaanaaq,GL,77.484,-69.3632,-9.150000000000006,99,100,1.19,light snow
1376,Husavik,IS,66.0449,-17.3389,22.769999999999968,76,83,14.12,broken clouds
1377,Gulshat,IS,66.0449,-17.3389,22.769999999999968,76,83,14.12,broken clouds
1378,Eyl,SO,7.9803,49.8164,75.39999999999995,79,81,12.33,broken clouds
1379,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1380,Vestmannaeyjar,IS,63.4427,-20.2734,40.620000000000005,60,49,16.24,scattered clouds
1381,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1382,Mahebourg,MU,-20.4081,57.7,79.08999999999997,83,20,6.91,few clouds
1383,Kamenka,RU,51.3223,42.7678,7.989999999999974,99,96,8.57,overcast clouds
1384,Qaanaaq,GL,77.484,-69.3632,-9.150000000000006,99,100,1.19,light snow
1385,Ugoofaaru,MV,5.6667,73.0,82.07999999999996,74,81,4.05,broken clouds
1386,Bathsheba,BB,13.2167,-59.5167,77.61000000000003,73,40,18.41,scattered clouds
1387,Agadir,MA,30.4202,-9.5982,63.05,88,11,4.23,few clouds
1388,Lagoa,PT,39.05,-27.9833,55.180000000000035,59,79,11.1,broken clouds
1389,Bur Gabo,PT,39.05,-27.9833,55.180000000000035,59,79,11.1,broken clouds
1390,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1391,Iquitos,PE,-3.7481,-73.2472,78.84000000000003,83,40,2.3,scattered clouds
1392,Paradwip,PE,-3.7481,-73.2472,78.84000000000003,83,40,2.3,scattered clouds
1393,Saint George,US,37.1041,-113.5841,68.63000000000005,13,0,16.11,clear sky
1394,Amderma,US,37.1041,-113.5841,68.63000000000005,13,0,16.11,clear sky
1395,Bredasdorp,ZA,-34.5322,20.0403,58.31999999999997,63,86,8.05,overcast clouds
1396,Fereydun Kenar,IR,36.6864,52.5225,49.95000000000002,80,91,13.53,overcast clouds
1397,Vila Velha,BR,-20.3297,-40.2925,80.55000000000001,89,20,8.05,few clouds
1398,Raudeberg,NO,61.9875,5.1352,47.06999999999997,69,100,12.71,light rain
1399,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1400,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1401,Los Llanos De Aridane,ES,28.6585,-17.9182,60.549999999999955,86,20,2.3,few clouds
1402,Georgetown,MY,5.4112,100.3354,79.95000000000005,99,20,1.14,few clouds
1403,Uyutne,UA,45.1994,33.3014,28.379999999999985,61,8,8.21,clear sky
1404,Toulepleu,UA,45.1994,33.3014,28.379999999999985,61,8,8.21,clear sky
1405,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1406,Dikson,RU,73.5069,80.5464,-4.879999999999988,98,100,16.58,light snow
1407,Hambantota,LK,6.1241,81.1185,76.97999999999999,79,86,8.86,overcast clouds
1408,Belaya Kholunitsa,RU,58.84,50.8528,19.329999999999995,96,99,1.23,light snow
1409,Taolanaro,RU,58.84,50.8528,19.329999999999995,96,99,1.23,light snow
1410,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,42,0,4.61,clear sky
1411,Taolanaro,AR,-45.8667,-67.5,66.06,42,0,4.61,clear sky
1412,Zulpich,DE,50.7,6.65,50.85000000000001,76,75,3.44,broken clouds
1413,Nanortalik,GL,60.1432,-45.2371,31.749999999999954,75,97,34.92,snow
1414,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1415,Guaruja,BR,-23.9931,-46.2564,77.9,26,94,7.38,light rain
1416,Richards Bay,ZA,-28.783,32.0377,75.76000000000005,82,0,12.44,clear sky
1417,Hvolsvollur,IS,63.7533,-20.2243,30.539999999999964,83,45,7.2,scattered clouds
1418,Grindavik,IS,63.8424,-22.4338,36.070000000000014,75,75,18.41,broken clouds
1419,Mahebourg,MU,-20.4081,57.7,79.08999999999997,83,20,6.91,few clouds
1420,Mar Del Plata,AR,-38.0023,-57.5575,67.07999999999998,87,0,4.61,clear sky
1421,Hermanus,ZA,-34.4187,19.2345,52.81000000000004,63,89,11.14,overcast clouds
1422,Lasa,IT,46.6166,10.7002,34.679999999999986,85,55,2.51,broken clouds
1423,Ilulissat,GL,69.2167,-51.1,-6.7900000000000205,98,100,1.19,overcast clouds
1424,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1425,Kruisfontein,ZA,-34.0033,24.7314,60.89000000000002,85,100,17.02,light rain
1426,Busselton,AU,-33.65,115.3333,69.04000000000002,75,11,6.6,few clouds
1427,Saint George,US,37.1041,-113.5841,68.63000000000005,13,0,16.11,clear sky
1428,Nanortalik,GL,60.1432,-45.2371,31.749999999999954,75,97,34.92,snow
1429,Baghdad,IQ,33.3406,44.4009,48.109999999999985,49,0,1.14,clear sky
1430,Dudinka,RU,69.4058,86.1778,-7.380000000000031,96,100,9.55,overcast clouds
1431,Isla Mujeres,MX,21.2311,-86.731,75.15999999999997,68,100,15.17,overcast clouds
1432,Grindavik,IS,63.8424,-22.4338,36.070000000000014,75,75,18.41,broken clouds
1433,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1434,Deep River,CA,46.1001,-77.4995,25.950000000000045,82,100,6.35,overcast clouds
1435,Tumannyy,CA,46.1001,-77.4995,25.950000000000045,82,100,6.35,overcast clouds
1436,Barentsburg,CA,46.1001,-77.4995,25.950000000000045,82,100,6.35,overcast clouds
1437,Chuy,UY,-33.6971,-53.4616,60.61999999999996,79,1,6.08,clear sky
1438,Cape Town,ZA,-33.9258,18.4232,59.40999999999997,61,20,8.05,few clouds
1439,Saint-Philippe,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1440,Jamestown,US,42.097,-79.2353,28.70999999999999,55,100,10.36,overcast clouds
1441,Grand-Lahou,CI,5.1367,-5.0242,78.25999999999999,89,79,3.76,moderate rain
1442,Hithadhoo,MV,-0.6,73.0833,82.89999999999999,70,97,5.99,overcast clouds
1443,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1444,Sakakah,SA,29.9697,40.2064,53.170000000000016,39,0,4.09,clear sky
1445,Barentsburg,SA,29.9697,40.2064,53.170000000000016,39,0,4.09,clear sky
1446,Belushya Guba,SA,29.9697,40.2064,53.170000000000016,39,0,4.09,clear sky
1447,Santa Rosa,PH,14.3122,121.1114,85.00999999999999,71,65,6.29,broken clouds
1448,Bredasdorp,ZA,-34.5322,20.0403,58.31999999999997,63,86,8.05,overcast clouds
1449,Dikson,RU,73.5069,80.5464,-4.879999999999988,98,100,16.58,light snow
1450,Rorvik,NO,64.8621,11.2373,39.2,66,100,13.69,overcast clouds
1451,Hermanus,ZA,-34.4187,19.2345,53.799999999999955,63,89,11.14,overcast clouds
1452,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1453,Balsas,BR,-7.5325,-46.0356,75.27000000000001,86,44,3.89,scattered clouds
1454,Illoqqortoormiut,BR,-7.5325,-46.0356,75.27000000000001,86,44,3.89,scattered clouds
1455,Bernay,FR,49.1667,0.6667,42.92999999999995,89,54,5.99,broken clouds
1456,Mahibadhoo,MV,3.7833,72.9667,82.26999999999995,72,86,2.84,overcast clouds
1457,Qaanaaq,GL,77.484,-69.3632,-8.15999999999999,97,100,1.7,overcast clouds
1458,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1459,Arraial Do Cabo,BR,-22.9661,-42.0278,78.08000000000004,87,21,16.67,few clouds
1460,Mecca,SA,21.4267,39.8261,69.44000000000003,63,7,5.97,clear sky
1461,Bubaque,GW,11.2833,-15.8333,75.41999999999997,77,88,17.94,overcast clouds
1462,Bredasdorp,ZA,-34.5322,20.0403,58.31999999999997,63,93,8.05,overcast clouds
1463,Iqaluit,CA,63.7506,-68.5145,-22.27000000000001,67,100,6.91,light snow
1464,Barentsburg,CA,63.7506,-68.5145,-22.27000000000001,67,100,6.91,light snow
1465,Vardo,NO,70.3705,31.1107,34.88000000000004,93,100,7.43,overcast clouds
1466,Belmonte,BR,-15.8631,-38.8828,77.99000000000002,85,75,6.93,broken clouds
1467,Taolanaro,BR,-15.8631,-38.8828,77.99000000000002,85,75,6.93,broken clouds
1468,Saint-Philippe,RE,-21.3585,55.7679,78.39000000000004,88,82,11.77,moderate rain
1469,Nanortalik,GL,60.1432,-45.2371,31.749999999999954,75,97,34.92,snow
1470,Busselton,AU,-33.65,115.3333,69.04000000000002,75,11,6.6,few clouds
1471,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1472,Farafangana,MG,-22.8167,47.8333,74.25999999999996,87,96,1.66,light rain
1473,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1474,San Cristobal,VE,7.7669,-72.225,73.58000000000004,97,98,2.48,overcast clouds
1475,Dikson,RU,73.5069,80.5464,-4.879999999999988,98,100,16.58,light snow
1476,Ponta Do Sol,PT,32.6667,-17.1,57.83000000000004,71,50,26.69,scattered clouds
1477,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1478,Dakar,SN,14.6937,-17.4441,70.67999999999998,83,3,13.8,clear sky
1479,East London,ZA,-33.0153,27.9116,69.35,92,99,9.57,light rain
1480,Busselton,AU,-33.65,115.3333,69.04000000000002,75,11,6.6,few clouds
1481,Hermanus,ZA,-34.4187,19.2345,53.799999999999955,63,89,11.14,overcast clouds
1482,Dikson,RU,73.5069,80.5464,-4.879999999999988,98,100,16.58,light snow
1483,Kyshtovka,RU,56.555,76.6271,-11.720000000000006,100,32,6.35,scattered clouds
1484,Ancud,CL,-41.8697,-73.8203,54.23000000000005,81,56,4.9,broken clouds
1485,Mahebourg,MU,-20.4081,57.7,79.08999999999997,83,20,6.91,few clouds
1486,Palafrugell,ES,41.9174,3.1631,52.36000000000004,55,100,9.22,overcast clouds
1487,Manaure,CO,11.7751,-72.4445,81.33999999999997,67,86,20.0,overcast clouds
1488,Qaanaaq,GL,77.484,-69.3632,-8.15999999999999,97,100,1.7,overcast clouds
1489,Dikson,RU,73.5069,80.5464,-4.879999999999988,98,100,16.58,light snow
1490,Burdur,TR,37.7203,30.2908,21.900000000000045,68,0,13.8,clear sky
1491,Cidreira,BR,-30.1811,-50.2056,69.28,87,100,13.53,overcast clouds
1492,Cape Town,ZA,-33.9258,18.4232,59.40999999999997,61,20,8.05,few clouds
1493,Bredasdorp,ZA,-34.5322,20.0403,58.31999999999997,63,93,8.05,overcast clouds
1494,Nizhniy Odes,RU,63.6445,54.856,13.190000000000019,96,99,6.58,overcast clouds
1495,Warqla,RU,63.6445,54.856,13.190000000000019,96,99,6.58,overcast clouds
1496,Adrar,MR,20.5022,-10.0711,67.85999999999999,18,0,8.03,clear sky
1497,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1498,Georgetown,MY,5.4112,100.3354,79.95000000000005,99,20,1.14,few clouds
1499,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1500,Funtua,NG,11.5233,7.3081,70.65,20,74,10.27,broken clouds
1501,Sorland,NO,67.667,12.6934,41.040000000000035,79,87,11.86,overcast clouds
1502,Georgetown,MY,5.4112,100.3354,79.95000000000005,99,20,1.14,few clouds
1503,Arraial Do Cabo,BR,-22.9661,-42.0278,78.08000000000004,87,21,16.67,few clouds
1504,Arraial Do Cabo,BR,-22.9661,-42.0278,78.08000000000004,87,21,16.67,few clouds
1505,Rocha,UY,-34.4833,-54.3333,57.08999999999996,91,12,3.27,few clouds
1506,Sinnamary,GF,5.3833,-52.95,76.52999999999999,92,100,10.83,moderate rain
1507,Ambanja,MG,-13.6833,48.45,74.53000000000003,92,100,1.54,overcast clouds
1508,Hithadhoo,MV,-0.6,73.0833,82.89999999999999,70,97,5.99,overcast clouds
1509,Georgetown,MY,5.4112,100.3354,79.95000000000005,99,20,1.14,few clouds
1510,Illoqqortoormiut,MY,5.4112,100.3354,79.95000000000005,99,20,1.14,few clouds
1511,Qaanaaq,GL,77.484,-69.3632,-8.15999999999999,97,100,1.7,overcast clouds
1512,Punta Arenas,CL,-53.15,-70.9167,44.710000000000036,65,40,34.52,scattered clouds
1513,Belushya Guba,CL,-53.15,-70.9167,44.710000000000036,65,40,34.52,scattered clouds
1514,Clyde River,CA,70.4692,-68.5914,-14.569999999999972,76,100,16.11,light snow
1515,Leh,IN,34.1667,77.5833,9.929999999999982,55,4,2.8,clear sky
1516,Klaksvik,FO,62.2266,-6.589,43.72000000000001,95,99,16.93,overcast clouds
1517,Victoria,HK,22.2855,114.1577,72.31999999999996,88,66,5.99,broken clouds
1518,Hermanus,ZA,-34.4187,19.2345,53.799999999999955,63,89,11.14,overcast clouds
1519,Ampanihy,MG,-24.7,44.75,75.01999999999995,58,97,5.44,overcast clouds
1520,Belushya Guba,MG,-24.7,44.75,75.01999999999995,58,97,5.44,overcast clouds
1521,Cidreira,BR,-30.1811,-50.2056,69.28,87,100,13.53,overcast clouds
1522,Berlevag,NO,70.8578,29.0864,34.20000000000001,84,84,13.87,broken clouds
1523,Rio Branco,BR,-9.9747,-67.81,72.21000000000004,100,75,0.0,light rain
1524,Muros,ES,42.7762,-9.0603,45.83999999999996,93,100,8.75,light rain
1525,Ambanja,MG,-13.6833,48.45,74.53000000000003,92,100,1.54,overcast clouds
1526,Attawapiskat,MG,-13.6833,48.45,74.53000000000003,92,100,1.54,overcast clouds
1527,Port Alfred,ZA,-33.5906,26.891,67.31999999999996,90,100,22.19,light rain
1528,East London,ZA,-33.0153,27.9116,69.35,92,99,9.57,light rain
1529,Georgetown,MY,5.4112,100.3354,79.95000000000005,99,20,1.14,few clouds
1530,Cape Town,ZA,-33.9258,18.4232,59.40999999999997,61,20,8.05,few clouds
1531,Beira,MZ,-19.8436,34.8389,73.98000000000005,91,14,5.97,light rain
1532,Jamestown,US,42.097,-79.2353,28.70999999999999,55,100,10.36,overcast clouds
1533,Mwingi,KE,-0.9344,38.0601,65.32000000000002,70,99,5.19,overcast clouds
1534,Vila Franca Do Campo,PT,37.7167,-25.4333,56.18999999999997,64,95,15.41,overcast clouds
1535,Ponta Do Sol,PT,32.6667,-17.1,57.83000000000004,71,50,26.69,scattered clouds
1536,Kontagora,NG,10.3999,5.4695,82.47,16,80,6.46,broken clouds
1537,Punta Arenas,CL,-53.15,-70.9167,44.710000000000036,65,40,34.52,scattered clouds
1538,Rocha,UY,-34.4833,-54.3333,57.08999999999996,91,12,3.27,few clouds
1539,Castro,BR,-24.7911,-50.0119,63.389999999999965,97,100,0.63,overcast clouds
1540,Sao Filipe,CV,14.8961,-24.4956,71.6,70,3,18.03,clear sky
1541,Illoqqortoormiut,CV,14.8961,-24.4956,71.6,70,3,18.03,clear sky
1542,Clyde River,CA,70.4692,-68.5914,-14.569999999999972,76,100,16.11,light snow
1543,Ushuaia,AR,-54.8,-68.3,38.860000000000035,93,100,20.71,heavy intensity rain
1544,Namibe,AO,-15.1961,12.1522,71.83000000000004,75,99,6.91,overcast clouds
1545,Chuy,UY,-33.6971,-53.4616,60.61999999999996,79,1,6.08,clear sky
1546,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.19999999999999,78,100,7.7,overcast clouds
1547,Belushya Guba,BR,-8.8978,-35.1478,80.19999999999999,78,100,7.7,overcast clouds
1548,Ilulissat,GL,69.2167,-51.1,-6.7900000000000205,98,100,1.19,overcast clouds
1549,Tsihombe,GL,69.2167,-51.1,-6.7900000000000205,98,100,1.19,overcast clouds
1550,Ribeira Grande,PT,38.5167,-28.7,56.370000000000005,62,100,10.87,overcast clouds
1551,Taolanaro,PT,38.5167,-28.7,56.370000000000005,62,100,10.87,overcast clouds
1552,Ribeira Grande,PT,38.5167,-28.7,56.370000000000005,62,100,10.87,overcast clouds
1553,Irbil,IQ,36.1926,44.0106,49.819999999999965,53,100,10.36,overcast clouds
1554,Hermanus,ZA,-34.4187,19.2345,53.799999999999955,63,89,11.14,overcast clouds
1555,Maarianhamina,AX,60.0973,19.9348,24.65999999999999,93,0,1.14,clear sky
1556,Qaanaaq,GL,77.484,-69.3632,-8.15999999999999,97,100,1.7,overcast clouds
1557,Varadero,CU,23.1536,-81.2514,73.44000000000003,70,99,19.82,overcast clouds
1558,Punta Arenas,CL,-53.15,-70.9167,44.710000000000036,65,40,34.52,scattered clouds
1559,Cape Town,ZA,-33.9258,18.4232,59.40999999999997,61,20,8.05,few clouds
1560,Dikson,RU,73.5069,80.5464,-4.879999999999988,98,100,16.58,light snow
